depmap_id	cell_line_name	stripped_cell_line_name	cell_line	aliases	cosmic_id	sex	source	RRID	WTSI_master_cell_ID	sample_collection_site	primary_or_metastasis	primary_disease	subtype_disease	age	sanger_id	additional_info	lineage	lineage_subtype	lineage_sub_subtype	lineage_molecular_subtype	default_growth_pattern	model_manipulation	model_manipulation_details	patient_id	parent_depmap_id	Cellosaurus_NCIt_disease	Cellosaurus_NCIt_id	Cellosaurus_issues
ACH-001249	NA	YMB1	YMB1_BREAST	NA	NA	Female	HSRRB	CVCL_2814	NA	ascites	Metastasis	Breast Cancer	Breast Ductal Carcinoma	63	SIDM01260	This line is a ZR-75-1 derivative (ICLAC). DepMap metadata has been updated (as of 22Q2) to reflect this.	breast	breast_ductal_carcinoma	ERpos_HER2neg	luminal	NA	NA	NA	PT-k1TO7o	ACH-000097	Invasive breast carcinoma of no special type	C4194	Contaminated. Shown to be a ZR-75-1 derivative (PubMed=23136038). Originally thought to originate from a 55 year old woman patient with a breast carcinoma.
ACH-001270	1273/99	127399	127399_SOFT_TISSUE	NA	NA	Male	Academic lab	CVCL_N588	NA	soft_tissue	NA	Sarcoma	Synovial	NA	NA	NA	soft_tissue	synovial_sarcoma	NA	NA	NA	NA	NA	PT-isOde8	NA	Synovial sarcoma	C3400	NA
ACH-001274	SW982	SW982	SW982_SOFT_TISSUE	NA	909759	Female	Academic lab	CVCL_1734	1560	soft_tissue	NA	Sarcoma	Synovial	25	SIDM01161	NA	soft_tissue	synovial_sarcoma	NA	NA	NA	NA	NA	PT-IfpyhV	NA	Biphasic synovial sarcoma	C4279	Stated to originate from a patient with a biphasic synovial sarcoma, however does not contain the SST-SSX1/SSX2 translocation which is typical of synovial sarcoma
ACH-001275	SYO1	SYO1	SYO1_SOFT_TISSUE	NA	NA	Female	Academic lab	CVCL_7146	NA	soft_tissue	NA	Sarcoma	Synovial	19	NA	NA	soft_tissue	synovial_sarcoma	NA	NA	NA	NA	NA	PT-WqcWC9	NA	Biphasic synovial sarcoma	C4279	NA
ACH-001277	Yamato	YAMATO	YAMATO_SOFT_TISSUE	NA	NA	Male	Academic lab	CVCL_6C44	NA	soft_tissue	Metastasis	Sarcoma	Synovial	30	NA	NA	soft_tissue	synovial_sarcoma	NA	NA	NA	NA	NA	PT-yyLDZV	NA	Biphasic synovial sarcoma	C4279	NA
ACH-001278	BIN-67	BIN67	BIN67_OVARY	NA	NA	Female	Academic lab	CVCL_S987	NA	bone	Metastasis	Ovarian Cancer	Small Cell Carcinoma of the Ovary Hypercalcemic Type (SCCOHT)	NA	NA	NA	ovary	SCCOHT	NA	NA	NA	NA	NA	PT-ZkKui4	NA	Ovarian small cell carcinoma, hypercalcemic type	C40439	NA
ACH-001280	SCS-214	SCS214	SCS214_SOFT_TISSUE	NA	NA	NA	Academic lab	CVCL_WU91	NA	soft_tissue	NA	Sarcoma	Synovial	NA	NA	NA	soft_tissue	synovial_sarcoma	NA	NA	NA	NA	NA	PT-u27nif	NA	Synovial sarcoma	C3400	NA
ACH-001283	TC-106	TC106	TC106_BONE	NA	NA	Male	Academic lab	CVCL_F531	NA	skin	Metastasis	Bone Cancer	Ewings Sarcoma	19	NA	NA	bone	Ewing_sarcoma	NA	EWS_ERG	NA	NA	NA	PT-yXtSGR	NA	Ewing sarcoma	C4817	NA
ACH-001289	COG-AR-359	COGAR359	COGAR359_SOFT_TISSUE	NA	NA	Male	Children&#39;s Oncology Group	CVCL_RS25	NA	central_nervous_system	NA	Rhabdoid	Atypical Teratoid Rhabdoid Tumor (ATRT)	Pediatric	NA	NA	soft_tissue	ATRT	NA	NA	2D: suspension	NA	NA	PT-773uN4	NA	Atypical teratoid/rhabdoid tumor	C6906	NA
ACH-001295	Y-79	Y79	Y79_AUTONOMIC_GANGLIA	NA	NA	Female	ATCC	CVCL_1893	NA	eye	NA	Eye Cancer	Retinoblastoma	2	NA	NA	eye	retinoblastoma	NA	NA	2D: suspension	NA	NA	PT-KinR5m	NA	Retinoblastoma	C7541	NA
ACH-001300	CHLA15	CHLA15	CHLA15_AUTONOMIC_GANGLIA	NA	NA	Female	Children&#39;s Oncology Group	CVCL_6594	NA	autonomic_ganglia	NA	Neuroblastoma	NA	1	NA	NA	peripheral_nervous_system	neuroblastoma	NA	NA	NA	NA	NA	PT-ZhCETu	NA	Neuroblastoma	C3270	NA
ACH-001301	COGN278	COGN278	COGN278_AUTONOMIC_GANGLIA	NA	NA	NA	Children&#39;s Oncology Group	CVCL_AX49	NA	autonomic_ganglia	NA	Neuroblastoma	NA	4	NA	NA	peripheral_nervous_system	neuroblastoma	NA	MYCN_amp	NA	NA	NA	PT-9ShVj5	NA	Neuroblastoma	C3270	NA
ACH-001302	COG-N-305	COGN305	COGN305_AUTONOMIC_GANGLIA	NA	NA	NA	Children&#39;s Oncology Group	CVCL_AX42	NA	autonomic_ganglia	NA	Neuroblastoma	NA	1	NA	NA	peripheral_nervous_system	neuroblastoma	NA	MYCN_amp	NA	NA	NA	PT-37DeSd	NA	Neuroblastoma	C3270	NA
ACH-001303	NB1643	NB1643	NB1643_AUTONOMIC_GANGLIA	NA	NA	Male	Academic lab	CVCL_5627	NA	abdomen	NA	Neuroblastoma	NA	3	NA	NA	peripheral_nervous_system	neuroblastoma	NA	MYCN_amp	NA	NA	NA	PT-IFd9cu	NA	Neuroblastoma	C3270	NA
ACH-001306	8305C	8305C	8305C_THYROID	NA	906795	Female	DSMZ	CVCL_1053	433	thyroid	Primary	Thyroid Cancer	Carcinoma	67	SIDM00997	NA	thyroid	thyroid_carcinoma	NA	NA	2D: adherent	NA	NA	PT-Dn9adW	NA	Thyroid gland anaplastic carcinoma	C3878	NA
ACH-001307	8505C	8505C	8505C_THYROID	NA	924102	Female	HSRRB	CVCL_1054	868	thyroid	Primary	Thyroid Cancer	Carcinoma	78	SIDM00996	NA	thyroid	thyroid_carcinoma	NA	NA	NA	NA	NA	PT-1llqWx	NA	Thyroid gland anaplastic carcinoma	C3878	NA
ACH-001318	PLC/PRF/5	PLCPRF5	PLCPRF5_LIVER	NA	NA	Male	ATCC	CVCL_0485	NA	liver	Primary	Liver Cancer	Hepatocellular Carcinoma	24	NA	NA	liver	hepatocellular_carcinoma	NA	NA	2D: adherent	NA	NA	PT-E7izN5	NA	Adult hepatocellular carcinoma	C7956	Often called PLC8024 in Chinese literature probably because of a concatenation between PLC/PRF/5 and ATCC-8024
ACH-001321	TT	TT	TT_THYROID	NA	NA	Female	ATCC	CVCL_1774	NA	thyroid	Primary	Thyroid Cancer	Squamous Cell Carcinoma	77	SIDM00484	NA	thyroid	thyroid_squamous	NA	NA	NA	NA	NA	PT-RAH5Wu	NA	Hereditary thyroid gland medullary carcinoma	C46099	NA
ACH-001322	CME-1	CME1	CME1_SOFT_TISSUE	NA	NA	Female	Academic lab	CVCL_N586	NA	soft_tissue	NA	Sarcoma	Synovial	NA	NA	NA	soft_tissue	synovial_sarcoma	NA	NA	NA	NA	NA	PT-NzxvhN	NA	Monophasic synovial sarcoma	C6534	NA
ACH-001328	A-431	A431	A431_SKIN	NA	910925	Female	ATCC	CVCL_0037	97	skin	Primary	Skin Cancer	Squamous Cell Carcinoma	85	SIDM00995	NA	skin	skin_squamous	NA	NA	2D: adherent	NA	NA	PT-BB1vF7	NA	Skin squamous cell carcinoma	C4819	NA
ACH-001329	ANGM-CSS	ANGMCSS	ANGMCSS_CENTRAL_NERVOUS_SYSTEM	NA	NA	Male	Sigma-Aldrich	CVCL_2297	NA	central_nervous_system	Primary	Brain Cancer	Glioblastoma	56	NA	NA	central_nervous_system	glioma	glioblastoma	NA	2D: adherent	NA	NA	PT-tYbbCQ	NA	Glioblastoma	C3058	NA
ACH-001331	BICR 10	BICR10	BICR10_UPPER_AERODIGESTIVE_TRACT	NA	1290724	Female	Sigma-Aldrich	CVCL_2307	1676	upper_aerodigestive_tract	Primary	Head and Neck Cancer	Squamous Cell Carcinoma, oral	NA	SIDM00077	NA	upper_aerodigestive	upper_aerodigestive_squamous	oral	NA	2D: adherent	NA	NA	PT-oQXmqM	NA	Buccal mucosa squamous cell carcinoma	C4040	NA
ACH-001332	BICR 78	BICR78	BICR78_UPPER_AERODIGESTIVE_TRACT	NA	1240122	Male	Sigma-Aldrich	CVCL_2315	913	upper_aerodigestive_tract	Primary	Head and Neck Cancer	Squamous Cell Carcinoma, oral	NA	SIDM00501	NA	upper_aerodigestive	upper_aerodigestive_squamous	oral	NA	2D: adherent	NA	NA	PT-aRE4u7	NA	Oral cavity squamous cell carcinoma	C4833	NA
ACH-001333	C-33 A	C33A	C33A_CERVIX	NA	687505	Female	ATCC	CVCL_1094	1761	cervix	Primary	Cervical Cancer	Carcinoma	66	SIDM00889	NA	cervix	cervical_carcinoma	NA	NA	2D: adherent	NA	NA	PT-9q6tDV	NA	Cervical squamous cell carcinoma, not otherwise specified	C4028	NA
ACH-001334	C-4 I	C4I	C4I_CERVIX	NA	687506	Female	ATCC	CVCL_2253	561	cervix	Primary	Cervical Cancer	Carcinoma	41	SIDM00905	NA	cervix	cervical_carcinoma	NA	NA	2D: adherent	NA	NA	PT-ERAmPK	NA	Human papillomavirus-related cervical squamous cell carcinoma	C27676	NA
ACH-001335	C-4 II	C4II	C4II_CERVIX	NA	NA	Female	ATCC	CVCL_1095	NA	cervix	Primary	Cervical Cancer	Carcinoma	41	SIDM00906	NA	cervix	cervical_carcinoma	NA	NA	2D: adherent	NA	NA	PT-ERAmPK	NA	Human papillomavirus-related cervical squamous cell carcinoma	C27676	NA
ACH-001336	Ca Ski	CASKI	CASKI_CERVIX	NA	906824	Female	ATCC	CVCL_1100	1767	small_intestine	Metastasis	Cervical Cancer	Squamous Cell Carcinoma	40	SIDM00923	NA	cervix	cervical_squamous	NA	NA	2D: adherent	NA	NA	PT-QAGzTB	NA	Human papillomavirus-related cervical squamous cell carcinoma	C27676	NA
ACH-001338	CHP-134	CHP134	CHP134_AUTONOMIC_GANGLIA	NA	910941	Male	Sigma-Aldrich	CVCL_1124	1562	autonomic_ganglia	Primary	Neuroblastoma	NA	1	SIDM00285	NA	peripheral_nervous_system	neuroblastoma	NA	MYCN_amp	2D: adherent	NA	NA	PT-cvCz0R	NA	Adrenal gland neuroblastoma	C4827	NA
ACH-001339	Colo 794	COLO794	COLO794_SKIN	NA	NA	Male	Sigma-Aldrich	CVCL_2408	NA	skin	Primary	Skin Cancer	Melanoma	14	SIDM00514	NA	skin	melanoma	NA	NA	2D: adherent	NA	NA	PT-hf4hbl	NA	Cutaneous melanoma	C3510	NA
ACH-001340	COV413A	COV413A	COV413A_OVARY	NA	NA	Female	Sigma-Aldrich	CVCL_2422	NA	large_intestine	Metastasis	Ovarian Cancer	Carcinoma	NA	NA	NA	ovary	ovary_carcinoma	NA	NA	2D: adherent	NA	NA	PT-G1dQTb	NA	Ovarian carcinoma	C4908	NA
ACH-001341	DoTc2 4510	DOTC24510	DOTC24510_CERVIX	NA	906843	Female	ATCC	CVCL_1181	473	cervix	Primary	Cervical Cancer	Cervical Adenocarcinoma	NA	SIDM00864	NA	cervix	cervical_adenocarcinoma	NA	NA	2D: adherent	NA	NA	PT-tTbVoL	NA	Cervical carcinoma	C9039	NA
ACH-001344	GI-ME-N	GIMEN	GIMEN_AUTONOMIC_GANGLIA	NA	906872	Female	DSMZ	CVCL_1232	1530	bone_marrow	Metastasis	Neuroblastoma	NA	3	SIDM00227	NA	peripheral_nervous_system	neuroblastoma	NA	NA	2D: adherent	NA	NA	PT-smWXLD	NA	Neuroblastoma	C3270	NA
ACH-001345	GP5d	GP5D	GP5D_LARGE_INTESTINE	NA	907291	Female	Sigma-Aldrich	CVCL_1235	741	Colon	Primary	Colon/Colorectal Cancer	Adenocarcinoma	71	SIDM00537	NA	colorectal	colorectal_adenocarcinoma	NA	NA	2D: adherent	NA	NA	PT-sGJOXH	NA	Colon adenocarcinoma	C4349	NA
ACH-001346	H103	H103	H103_UPPER_AERODIGESTIVE_TRACT	NA	NA	Male	Sigma-Aldrich	CVCL_2457	NA	upper_aerodigestive_tract	Primary	Head and Neck Cancer	Squamous Cell Carcinoma, buccal mucosa	32	NA	NA	upper_aerodigestive	upper_aerodigestive_squamous	buccal_mucosa	NA	2D: adherent	NA	NA	PT-VXDXrs	NA	Tongue squamous cell carcinoma	C4648	NA
ACH-001350	HTC-C3	HTCC3	HTCC3_THYROID	NA	924151	Female	DSMZ	CVCL_1295	329	pleural_effusion	Metastasis	Thyroid Cancer	Carcinoma, giant cell	44	SIDM00496	NA	thyroid	thyroid_carcinoma	giant_cell	NA	2D: adherent	NA	NA	PT-KgSHOe	NA	Thyroid gland anaplastic carcinoma	C3878	NA
ACH-001353	JOPACA-1	JOPACA1	JOPACA1_PANCREAS	NA	NA	Male	DSMZ	CVCL_S507	NA	pancreas	Primary	Pancreatic Cancer	Ductal Adenocarcinoma, exocrine	46	NA	NA	pancreas	exocrine	exocrine_adenocarcinoma	NA	2D: adherent	NA	NA	PT-dEG8Km	NA	Pancreatic ductal adenocarcinoma	C9120	NA
ACH-001354	LAN-2	LAN2	LAN2_AUTONOMIC_GANGLIA	NA	NA	Female	DSMZ	CVCL_1829	NA	autonomic_ganglia	Primary	Neuroblastoma	NA	3	NA	NA	peripheral_nervous_system	neuroblastoma	NA	MYCN_amp	2D: adherent	NA	NA	PT-6gsVP1	NA	Neuroblastoma	C3270	NA
ACH-001355	LAN-6	LAN6	LAN6_AUTONOMIC_GANGLIA	NA	949170	Male	DSMZ	CVCL_1363	278	bone_marrow	Metastasis	Neuroblastoma	NA	6	SIDM00330	NA	peripheral_nervous_system	neuroblastoma	NA	NA	2D: adherent	NA	NA	PT-SszZYn	NA	Neuroblastoma	C3270	NA
ACH-001358	MDA-MB-330	MDAMB330	MDAMB330_BREAST	NA	1330941	Female	ATCC	CVCL_0619	1989	pleural_effusion	Metastasis	Breast Cancer	Carcinoma	43	SIDM00631	NA	breast	breast_carcinoma	NA	NA	2D: adherent	NA	NA	PT-iJJxvM	NA	Invasive breast lobular carcinoma	C7950	NA
ACH-001359	ME-180	ME180	ME180_CERVIX	NA	687514	Female	ATCC	CVCL_1401	1040	abdomen	Metastasis	Cervical Cancer	Squamous Cell Carcinoma	66	SIDM00627	NA	cervix	cervical_squamous	NA	NA	2D: adherent	NA	NA	PT-Ag8pMW	NA	Human papillomavirus-related cervical squamous cell carcinoma	C27676	NA
ACH-001360	MS751	MS751	MS751_CERVIX	NA	1240179	Female	ATCC	CVCL_4996	386	lymph_node	Metastasis	Cervical Cancer	Squamous Cell Carcinoma	47	SIDM00638	NA	cervix	cervical_squamous	NA	NA	2D: adherent	NA	NA	PT-wH5ORo	NA	Human papillomavirus-related cervical squamous cell carcinoma	C27676	NA
ACH-001362	NCI-H1770	NCIH1770	NCIH1770_LUNG	H1770	687804	Male	ATCC	CVCL_1493	1014	lymph_node	Metastasis	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), unspecified	57	SIDM00737	NA	lung	NSCLC	NA	NA	2D: mixed adherent and suspension	NA	NA	PT-lWWpjR	NA	Lung non-small cell carcinoma	C2926	NA
ACH-001363	NCI-H2135	NCIH2135	NCIH2135_LUNG	H2135	1298352	NA	ATCC	CVCL_1533	106	lung	Primary	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC), unspecified	NA	SIDM00700	NA	lung	NSCLC	NA	NA	2D: suspension	NA	NA	PT-CEEaIh	NA	Lung non-small cell carcinoma	C2926	NA
ACH-001364	NCI-H345	NCIH345	NCIH345_LUNG	H345	688021	Male	ATCC	CVCL_1558	1615	bone_marrow	Metastasis	Lung Cancer	Small Cell Lung Cancer (SCLC)	64	SIDM00719	NA	lung	SCLC	NA	NA	2D: suspension	NA	NA	PT-hcoylX	NA	Lung small cell carcinoma	C4917	NA
ACH-001365	NCI-H847	NCIH847	NCIH847_LUNG	H847	1240193	Male	ATCC	CVCL_1596	630	pleural_effusion	Metastasis	Lung Cancer	Small Cell Lung Cancer (SCLC)	63	SIDM01149	NA	lung	SCLC	NA	NA	2D: suspension	NA	NA	PT-mKeYkk	NA	Lung small cell carcinoma	C4917	NA
ACH-001367	NMB	NMB	NMB_AUTONOMIC_GANGLIA	NA	NA	Female	DSMZ	CVCL_2143	NA	bone_marrow	Metastasis	Neuroblastoma	NA	0	NA	NA	peripheral_nervous_system	neuroblastoma	NA	MYCN_amp	2D: adherent	NA	NA	PT-7QJIsM	NA	Neuroblastoma	C3270	NA
ACH-001368	OAC-M5.1	OACM51	OACM51_OESOPHAGUS	NA	1503363	Female	DSMZ	CVCL_1842	752	lymph_node	Metastasis	Esophageal Cancer	Adenocarcinoma	47	SIDM00444	NA	esophagus	esophagus_adenocarcinoma	NA	NA	2D: suspension	NA	NA	PT-1Sm4U9	NA	Esophageal adenocarcinoma	C4025	NA
ACH-001369	OCI-C5x	OCIC5X	OCIC5X_OVARY	NA	NA	Female	Academic lab	CVCL_DH06	NA	ovary	Primary	Ovarian Cancer	Adenocarcinoma, clear cell	NA	NA	NA	ovary	ovary_adenocarcinoma	clear_cell	NA	2D: adherent	NA	NA	PT-0GisSs	NA	Ovarian clear cell adenocarcinoma	C40078	NA
ACH-001373	OV17R	OV17R	OV17R_OVARY	NA	1480361	Female	Sigma-Aldrich	CVCL_2672	986	ascites	Metastasis	Ovarian Cancer	Adenocarcinoma	50	SIDM00476	NA	ovary	ovary_adenocarcinoma	NA	NA	2D: adherent	NA	NA	PT-ND5kWh	NA	Ovarian adenocarcinoma	C7700	NA
ACH-001374	PA-1 [PA1]	PA1	PA1_OVARY	NA	909255	Female	ATCC	CVCL_0479	643	ascites	Metastasis	Ovarian Cancer	NA	12	SIDM01140	NA	ovary	mixed_germ_cell	NA	NA	2D: adherent	NA	NA	PT-EoMkUH	NA	Ovarian mixed germ cell tumor	C8114	TP53 mutation indicated to be at p.Asn239Asp (c.715A>G) in DOI=10.11418/jtca1981.16.3_173 and PubMed=9359923
ACH-001375	PACADD-119	PACADD119	PACADD119_PANCREAS	NA	NA	Male	DSMZ	CVCL_1848	NA	pancreas	Primary	Pancreatic Cancer	Ductal Adenocarcinoma, exocrine	59	NA	NA	pancreas	exocrine	exocrine_adenocarcinoma	NA	2D: adherent	NA	NA	PT-F5I5LU	NA	Pancreatic adenocarcinoma	C8294	NA
ACH-001376	PACADD-135	PACADD135	PACADD135_PANCREAS	NA	NA	Female	DSMZ	CVCL_1849	NA	lymph_node	Metastasis	Pancreatic Cancer	Ductal Adenocarcinoma, exocrine	48	NA	NA	pancreas	exocrine	exocrine_adenocarcinoma	NA	2D: adherent	NA	NA	PT-4cABry	NA	Pancreatic adenocarcinoma	C8294	NA
ACH-001377	PACADD-137	PACADD137	PACADD137_PANCREAS	NA	NA	Female	DSMZ	CVCL_1850	NA	pancreas	Primary	Pancreatic Cancer	Ductal Adenocarcinoma, exocrine	75	NA	NA	pancreas	exocrine	exocrine_adenocarcinoma	NA	2D: adherent	NA	NA	PT-gL0WpK	NA	Pancreatic adenocarcinoma	C8294	NA
ACH-001378	PACADD-159	PACADD159	PACADD159_PANCREAS	NA	NA	Male	DSMZ	CVCL_M465	NA	pancreas	Primary	Pancreatic Cancer	Ductal Adenocarcinoma, exocrine	78	NA	NA	pancreas	exocrine	exocrine_adenocarcinoma	NA	2D: adherent	NA	NA	PT-oPsAd9	NA	Pancreatic ductal adenocarcinoma	C9120	NA
ACH-001379	PACADD-161	PACADD161	PACADD161_PANCREAS	NA	NA	Female	DSMZ	CVCL_M466	NA	liver	Metastasis	Pancreatic Cancer	Ductal Adenocarcinoma, exocrine	63	NA	NA	pancreas	exocrine	exocrine_adenocarcinoma	NA	2D: adherent	NA	NA	PT-wftWQy	NA	Pancreatic ductal adenocarcinoma	C9120	NA
ACH-001380	PACADD-165	PACADD165	PACADD165_PANCREAS	NA	NA	Male	DSMZ	CVCL_M467	NA	ascites	Metastasis	Pancreatic Cancer	Ductal Adenocarcinoma, exocrine	54	NA	NA	pancreas	exocrine	exocrine_adenocarcinoma	NA	2D: adherent	NA	NA	PT-8QBQO2	NA	Pancreatic ductal adenocarcinoma	C9120	NA
ACH-001382	PACADD-188	PACADD188	PACADD188_PANCREAS	NA	NA	Female	DSMZ	CVCL_M469	NA	pancreas	Metastasis	Pancreatic Cancer	Ductal Adenocarcinoma, exocrine	68	NA	NA	pancreas	exocrine	exocrine_adenocarcinoma	NA	2D: adherent	NA	NA	PT-eGohb8	NA	Pancreatic ductal adenocarcinoma	C9120	NA
ACH-001383	PWR-1E	PWR1E	PWR1E_PROSTATE	NA	1330993	Male	ATCC	CVCL_3775	23	prostate	Primary	Prostate Cancer	Adenocarcinoma	67	SIDM01114	NA	prostate	prostate_adenocarcinoma	NA	NA	2D: adherent	NA	NA	PT-w5hVvu	NA	NA	NA	NA
ACH-001384	RO82-W-1	RO82W1	RO82W1_THYROID	NA	930083	Female	Sigma-Aldrich	CVCL_0582	1983	thyroid	Metastasis	Thyroid Cancer	Carcinoma, follicular	NA	SIDM00218	NA	thyroid	thyroid_carcinoma	follicular	NA	2D: adherent	NA	NA	PT-F6euB4	NA	Thyroid gland follicular carcinoma	C8054	NA
ACH-001385	RPMI 2650	RPMI2650	RPMI2650_UPPER_AERODIGESTIVE_TRACT	NA	909700	Male	ATCC	CVCL_1664	1163	pleural_effusion	Metastasis	Head and Neck Cancer	Squamous Cell Carcinoma	52	SIDM00809	NA	upper_aerodigestive	upper_aerodigestive_squamous	NA	NA	2D: adherent	NA	NA	PT-a3pn8l	NA	Head and neck squamous cell carcinoma	C34447	NA
ACH-001386	SCLC-22H	SCLC22H	SCLC22H_LUNG	NA	NA	Male	DSMZ	CVCL_2186	NA	pleural_effusion	Metastasis	Lung Cancer	Small Cell Lung Cancer (SCLC)	46	SIDM00028	NA	lung	SCLC	NA	NA	2D: suspension	NA	NA	PT-hfsFIb	NA	Lung small cell carcinoma	C4917	NA
ACH-001390	SUM-149PT	SUM149PT	SUM149PT_BREAST	NA	NA	Female	Asterand	CVCL_3422	NA	breast	Primary	Breast Cancer	Breast Ductal Carcinoma	40	NA	NA	breast	breast_ductal_carcinoma	ERneg_HER2neg	basal_B	2D: adherent	NA	NA	PT-SMhk4C	NA	Breast inflammatory carcinoma	C4001	NA
ACH-001391	SUM-159PT	SUM159PT	SUM159PT_BREAST	NA	NA	Female	Asterand	CVCL_5423	NA	breast	Primary	Breast Cancer	Carcinoma	71	NA	NA	breast	breast_carcinoma	ERneg_HER2neg	basal_B	2D: adherent	NA	NA	PT-OlQpj4	NA	Breast pleomorphic carcinoma	C5161	NA
ACH-001392	SUM-185PE	SUM185PE	SUM185PE_BREAST	NA	NA	Female	Asterand	CVCL_5591	NA	pleural_effusion	Metastasis	Breast Cancer	Carcinoma	NA	NA	NA	breast	breast_carcinoma	ERneg_HER2neg	luminal	2D: adherent	NA	NA	PT-i9dYpA	NA	Breast ductal carcinoma	C4017	NA
ACH-001394	SUM-229PE	SUM229PE	SUM229PE_BREAST	NA	NA	Female	Asterand	CVCL_5594	NA	pleural_effusion	Metastasis	Breast Cancer	Carcinoma	NA	NA	SNP fingerprinting rules out SUM149PT contamination.	breast	breast_carcinoma	ERneg_HER2neg	basal	2D: adherent	NA	NA	PT-jgjbSo	NA	Breast carcinoma	C4872	Partially misidentified. For a period of time Asterand (now BioIVT) mistakenly distributed SUM149PT (CVCL_3422) under the designation of SUM229PE. This leads to the publication of a STR profile (PubMed=25877200) which was almost identical to that of SUM149PT.
ACH-001396	SUM-52PE, SUM52	SUM52PE	SUM52PE_BREAST	NA	NA	Female	Asterand	CVCL_3425	NA	pleural_effusion	Metastasis	Breast Cancer	Carcinoma	NA	NA	NA	breast	breast_carcinoma	ERpos_HER2pos	luminal	2D: adherent	NA	NA	PT-sYFvXw	NA	Breast carcinoma	C4872	NA
ACH-001398	SW 156	SW156	SW156_KIDNEY	NA	1240220	Male	ATCC	CVCL_1719	272	kidney	Primary	Kidney Cancer	Renal Cell Carcinoma	75	SIDM01162	NA	kidney	renal_cell_carcinoma	NA	NA	2D: adherent	NA	NA	PT-Xr379n	NA	Renal cell carcinoma	C9385	NA
ACH-001399	SW 626	SW626	SW626_LARGE_INTESTINE	NA	909753	Female	ATCC	CVCL_1725	2038	ovary	Metastasis	Colon/Colorectal Cancer	NA	46	SIDM01168	NA	colorectal	colorectal_adenocarcinoma	NA	NA	2D: adherent	NA	NA	PT-V8yAFO	NA	Colon adenocarcinoma	C4349	Misclassified. Although established from a surgical specimen from a cystadenocarcinoma of the ovary in a 46 year old female Caucasian, it now seems likely that it was established from an ovarian metastasis of a colonic carcinoma (PubMed=10433623).
ACH-001400	SW 954	SW954	SW954_CERVIX	NA	924247	Female	ATCC	CVCL_1732	1182	cervix	Primary	Cervical Cancer	Squamous Cell Carcinoma	86	SIDM01157	NA	cervix	cervical_squamous	NA	NA	2D: adherent	NA	NA	PT-2KkY6l	NA	Vulvar squamous cell carcinoma	C4052	NA
ACH-001401	SW-13	SW13	SW13_ADRENAL_CORTEX	NA	909744	Female	ATCC	CVCL_0542	270	autonomic_ganglia	Primary	Adrenal Cancer	Carcinoma	55	SIDM00814	NA	adrenal_cortex	adrenal_carcinoma	NA	NA	2D: adherent	NA	NA	PT-7a0mgm	NA	Adrenal cortex carcinoma	C9325	NA
ACH-001402	SW756	SW756	SW756_CERVIX	NA	724839	Female	ATCC	CVCL_1727	1984	cervix	Primary	Cervical Cancer	Squamous Cell Carcinoma	46	SIDM01174	NA	cervix	cervical_squamous	NA	NA	2D: adherent	NA	NA	PT-zjOA3C	NA	Human papillomavirus-related cervical squamous cell carcinoma	C27676	NA
ACH-001403	TO14	TO14	TO14_OVARY	NA	NA	Female	Sigma-Aldrich	CVCL_2734	NA	abdomen	Metastasis	Ovarian Cancer	Cystadenocarcinoma	NA	NA	NA	ovary	ovary_adenocarcinoma	NA	NA	2D: adherent	NA	NA	PT-tuE0iI	NA	Ovarian cystadenocarcinoma	C5228	NA
ACH-001407	UM-UC-13	UMUC13	UMUC13_URINARY_TRACT	NA	NA	Male	Sigma-Aldrich	CVCL_2746	NA	lymph_node	Metastasis	Bladder Cancer	Transitional Cell Carcinoma	NA	NA	NA	urinary_tract	bladder_carcinoma	bladder_transitional_cell	NA	2D: adherent	NA	NA	PT-SuuJak	NA	Bladder carcinoma	C4912	NA
ACH-001408	UM-UC-14	UMUC14	UMUC14_URINARY_TRACT	NA	NA	Male	Sigma-Aldrich	CVCL_2747	NA	urinary_tract	Metastasis	Bladder Cancer	Transitional Cell Carcinoma	NA	NA	NA	urinary_tract	bladder_carcinoma	bladder_transitional_cell	NA	2D: adherent	NA	NA	PT-uUFQYJ	NA	Renal pelvis carcinoma	C6142	NA
ACH-001409	UM-UC-16	UMUC16	UMUC16_URINARY_TRACT	NA	NA	NA	Sigma-Aldrich	CVCL_2748	NA	urinary_tract	Primary	Bladder Cancer	Transitional Cell Carcinoma	NA	NA	NA	urinary_tract	bladder_carcinoma	bladder_transitional_cell	NA	2D: adherent	NA	NA	PT-8JQP9N	NA	Bladder carcinoma	C4912	NA
ACH-001412	UM-UC-10	UMUC10	UMUC10_URINARY_TRACT	NA	NA	Male	Sigma-Aldrich	CVCL_2744	NA	urinary_tract	Primary	Bladder Cancer	Transitional Cell Carcinoma	NA	NA	NA	urinary_tract	bladder_carcinoma	bladder_transitional_cell	NA	2D: adherent	NA	NA	PT-IRdqMO	NA	Bladder carcinoma	C4912	NA
ACH-001413	UM-UC-11	UMUC11	UMUC11_URINARY_TRACT	NA	NA	Male	Sigma-Aldrich	CVCL_2745	NA	urinary_tract	Primary	Bladder Cancer	Transitional Cell Carcinoma	NA	NA	NA	urinary_tract	bladder_carcinoma	bladder_transitional_cell	NA	2D: adherent	NA	NA	PT-Yc254j	NA	Bladder carcinoma	C4912	NA
